id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count
2520,6443834,6443834,18525442,76,4103534222,9784103534230,"Haruki Murakami, 村上 春樹",2009,1Q84 Book 1 [Ichi-kyū-hachi-yon],"1Q84 BOOK 1 (1Q84, #1)",jpn,3.96,32323,36769,1280
2521,4004,4004,6186633,171,722534876,9780722534880,"Paulo Coelho, Alan R. Clarke",1987,O Diário de um Mago,The Pilgrimage,eng,3.64,28283,35504,1451
2522,383028,383028,584889,77,385336691,9780385336700,Lee Child,2006,The Hard Way,"The Hard Way (Jack Reacher, #10)",en-US,4.14,36240,44962,1935
2523,231821,231821,1757548,74,440226708,9780440226700,Sheila Burnford,1960,The Incredible Journey,The Incredible Journey,eng,4.16,42094,43213,712
2524,13529,13529,2643796,17,143036661,9780143036660,Geraldine Brooks,2004,March,March,en-US,3.73,43737,45824,5216
2525,13359067,13359067,18587348,54,307749606,9780307749600,"Lee Child, Dick Hill",2012,A Wanted Man,"A Wanted Man (Jack Reacher, #17)",eng,4,33264,44026,3339
2526,22369,22369,23395,7,1401209149,9781401209150,"Grant Morrison, Frank Quitely",2007,All-Star Superman (Volume 1),"All-Star Superman, Vol. 1",eng,4.06,35061,35648,610
2527,12177850,12177850,21619530,31,1780484259,9781780484260,George R.R. Martin,2000,A Song of Ice and Fire,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",eng,4.63,20567,37017,1406
2528,16158558,16158558,21998974,52,425259854,9780425259860,Nora Roberts,2013,Dark Witch,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",eng,3.91,33481,43326,3641
2529,7198988,7198988,7859868,63,312590970,9780312590970,Alyson Noel,2010,Dark Flame,"Dark Flame (The Immortals, #4)",eng,3.73,51250,53645,1805
2530,25734248,25734248,45424866,68,1101990260,9781101990260,Fiona Barton,2016,The Widow,The Widow,eng,3.49,36504,48265,5692
2531,6255144,6255144,6438210,33,545060451,9780545060460,Patrick Carman,2009,The Black Circle,"The Black Circle (The 39 Clues, #5)",en-US,4,42084,42610,705
2532,15820748,15820748,21549783,20,62248162,9780062248170,Kiera Cass,2013,The Prince,"The Prince (The Selection, #0.5)",,3.93,51454,55572,3588
2533,16069030,16069030,21861552,39,374384681,9780374384680,Marie Rutkoski,2014,The Winner's Curse,"The Winner's Curse (The Winner's Trilogy, #1)",eng,4.03,56635,65183,9748
2534,71332,71332,69081,57,679766758,9780679766760,Sapphire,1996,Push,Push,eng,3.82,36207,41582,5572
2535,17465515,17465515,26129550,67,1609451341,9781609451350,"Elena Ferrante, Ann Goldstein",2012,Storia del nuovo cognome,The Story of a New Name (The Neapolitan Novels #2),eng,4.37,33395,43753,3822
2536,70539,70539,615175,104,345413970,9780345413970,Arthur C. Clarke,1982,2010: Odyssey Two,"2010: Odyssey Two (Space Odyssey, #2)",eng,3.89,36907,40756,812
2537,6406018,6406018,6594903,15,759530017,9780759530010,Atsushi Ohkubo,2004,ソウルイーター 1,"Soul Eater, Vol. 01 (Soul Eater, #1)",en-US,4.3,34289,34473,354
2538,15803059,15803059,21587729,18,1451645821,9781451645830,William Kent Krueger,2013,Ordinary Grace,Ordinary Grace,eng,4.14,34720,42584,6121
2539,14839,14839,3238533,89,446611778,9780446611770,David Baldacci,2001,Last Man Standing,Last Man Standing,eng,4.03,36265,38118,708
2540,118944,118944,114515,20,1596431520,9781596431520,Gene Luen Yang,2006,American Born Chinese,American Born Chinese,eng,3.88,47824,49910,5799
2541,1335184,1335184,1324719,3,307001040,9780307001050,"Eugene Bradley Coco, Ron Dias, Walt Disney Company",1960,Peter Pan (Little Golden Book),Peter Pan (A Little Golden Book),eng,4.32,38907,38911,76
2542,15990969,15990969,21747190,34,991686004,9780991686000,K.A. Tucker,2012,Ten Tiny Breaths,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",eng,4.16,54718,59991,5039
2543,7141642,7141642,7405757,67,1400065453,9781400065460,David Mitchell,2010,The Thousand Autumns of Jacob de Zoet,The Thousand Autumns of Jacob de Zoet,eng,4.03,36021,42312,5175
2544,18525,18525,756664,371,486282082,9780486282080,Christopher Marlowe,1604,The Tragical History of the Life and Death of Doctor Faustus,Dr. Faustus,eng,3.79,39518,45003,1126
2545,84145,84145,991924,43,312984839,9780312984830,Sherrilyn Kenyon,2003,Dance with the Devil,Dance with the Devil (Dark-Hunter #3),eng,4.39,51282,54588,1710
2546,6614,6614,2713437,71,786887079,9780786887070,Candace Bushnell,2005,Lipstick Jungle,Lipstick Jungle,eng,3.39,35792,37339,945
2547,79379,79379,1827952,76,446611212,9780446611210,James Patterson,2001,Violets Are Blue,"Violets Are Blue (Alex Cross, #7)",eng,3.94,41555,44214,940
2548,180116,180116,1899199,69,671791540,9780671791540,"Anthony Robbins, Tony Robbins, Frederick L. Covan",1992,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!","Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",eng,4.1,33586,35804,831
2549,30246,30246,1136422,35,515134457,9780515134450,Laurell K. Hamilton,1998,"Blue Moon (Anita Blake, Vampire Hunter, #8)","Blue Moon (Anita Blake, Vampire Hunter, #8)",en-US,4.04,52170,55094,909
2550,30242,30242,2534676,45,515134473,9780515134480,Laurell K. Hamilton,1998,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)","Burnt Offerings (Anita Blake, Vampire Hunter, #7)",en-US,4.07,53980,57065,887
2551,19286669,19286669,27334868,23,1250010713,9781250010710,Diane Chamberlain,2014,The Silent Sister,"The Silent Sister (Riley MacPherson, #1)",eng,3.93,31741,41004,4201
2552,9597,9597,1005005,91,385333781,9780385333790,Kurt Vonnegut Jr.,1952,Player Piano,Player Piano,eng,3.85,34362,36724,1365
2553,10155,10155,1098725,727,812967259,9780812967260,Arthur Conan Doyle,1912,The Lost World ,"The Lost World (Professor Challenger, #1)",,3.92,39169,44585,1440
2554,34511,34511,2073281,58,,,Terry Pratchett,2003,Monstrous Regiment,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",eng,4.18,38851,48251,1286
2555,60931,60931,1049657,40,807083690,9780807083700,Octavia E. Butler,1979,Kindred,Kindred,eng,4.18,43332,47766,5809
2556,8282,8282,3327855,70,60885424,9780060885430,"Laura Ingalls Wilder, Garth Williams",1940,"The Long Winter (Little House, #6)","The Long Winter (Little House, #6)",,4.16,54443,59849,1283
2557,525488,944267,55483783,60,310247454,9780310247460,"Henry Cloud, John Townsend",1992,Boundaries,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",en-US,4.19,19619,34413,1632
2558,17378508,17378508,24170141,25,545424968,9780545424970,Maggie Stiefvater,2014,"Blue Lily, Lily Blue","Blue Lily, Lily Blue (The Raven Cycle, #3)",eng,4.32,56637,62547,8312
2559,43945,43945,911489,127,99399016,9780099399020,"Philip Roth, Luca Marinelli",1969,Portnoy's Complaint,Portnoy's Complaint,,3.69,35855,42172,2104
2560,815716,815716,467474,57,785274316,9780785274320,"John C. Maxwell, Zig Ziglar",1998,The 21 Irrefutable Laws of Leadership,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,eng,4.12,30255,31981,765
2561,51019,51019,1019987,97,385491026,9780385491020,Margaret Atwood,1988,Cat's Eye,Cat's Eye,eng,3.92,42317,45091,2468
2562,15783307,15783307,21500353,13,,,J. Sterling,2012,The Perfect Game,"The Perfect Game (The Perfect Game, #1)",eng,3.97,50442,52594,2982
2563,7540092,7540092,7160343,62,1406310271,9781406310280,Patrick Ness,2010,Monsters of Men,"Monsters of Men (Chaos Walking, #3)",eng,4.25,43024,48311,4917
2564,8647,8647,4088,34,1841492051,9781841492060,Orson Scott Card,2005,Shadow of the Giant,"Shadow of the Giant (Ender's Shadow, #4)",eng,3.98,37479,41690,885
2565,10128428,10128428,14826219,26,545027896,9780545027890,Brian Selznick,2011,Wonderstruck,Wonderstruck,eng,4.16,42530,43731,5619
2566,748862,748862,276238,30,446519138,9780446519140,Sarah Ban Breathnach,1995,Simple Abundance:  A Daybook of Comfort and Joy,Simple Abundance:  A Daybook of Comfort and Joy,en-US,3.96,32751,33386,513
2567,9917938,9917938,14692536,54,1442429984,9781442429990,Moira Young,2011,Blood Red Road ,"Blood Red Road (Dust Lands, #1)",eng,3.94,47690,52256,5562
2568,13131,13131,15302,72,316014796,9780316014790,"James Patterson, Maxine Paetro",2007,The 6th Target,"The 6th Target (Women's Murder Club, #6)",en-US,4.02,41500,45657,1499
2569,40395,40395,1129624,558,143104888,9780143104890,"Edgar Rice Burroughs, John Seelye",1912,A Princess of Mars,"A Princess of Mars (Barsoom, #1)",en-GB,3.8,34536,42872,2994
2570,17262203,17262203,17613051,44,385528787,9780385528790,Margaret Atwood,2013,MaddAddam,"MaddAddam (MaddAddam, #3)",eng,3.98,33861,41975,4289
2571,77770,77770,4132,65,60264802,9780060264800,"Laura Ingalls Wilder, Garth Williams",1943,These Happy Golden Years,"These Happy Golden Years (Little House, #8)",eng,4.17,51432,53811,966
2572,19596,19596,24386,21,812971426,9780812971420,Victoria Finlay,2003,Color: A Natural History of the Palette,Color: A Natural History of the Palette,en-US,3.74,42256,42661,514
2573,5357,5357,1588709,90,99481685,9780099481680,John Grisham,2001,Skipping Christmas,Skipping Christmas,eng,3.47,39486,45691,3496
2574,24244,24244,457882,96,446613444,9780446613450,Michael Connelly,1993,,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",eng,4.05,36748,44220,1566
2575,12022079,12022079,16987689,27,312577206,9780312577210,Kristin Hannah,2012,Home Front,Home Front,eng,4.12,36972,41284,4442
2576,16117506,16117506,21935683,40,1476731535,9781476731540,Christina Lauren,2013,Beautiful Stranger,"Beautiful Stranger (Beautiful Bastard, #2)",eng,4.24,55764,60515,3358
2577,127459,127459,3072872,37,385730306,9780385730300,Libba Bray,2007,The Sweet Far Thing,"The Sweet Far Thing (Gemma Doyle, #3)",eng,3.97,54602,57128,3573
2578,5197,5197,950736,39,375702709,9780375702710,Ernest J. Gaines,1993,A Lesson Before Dying,A Lesson Before Dying,en-US,3.93,40651,42113,2565
2579,178357,178357,459137,8,349119759,9780349119760,David Sedaris,1998,SantaLand Diaries,SantaLand Diaries,en-US,4.33,38297,38509,393
2580,24820165,24820165,44460981,58,1455520616,9781455520620,Nicholas Sparks,2015,See Me,See Me,eng,3.93,31774,40830,3841
2581,7415016,7415016,9351456,66,385342047,9780385342050,Sophie Kinsella,2010,Mini Shopaholic,"Mini Shopaholic (Shopaholic, #6)",eng,3.7,40137,45244,2843
2582,857448,857448,368224,24,60268654,9780060268660,"Gene Zion, Margaret Bloy Graham",1956,,Harry the Dirty Dog,en-US,4.17,44319,44912,637
2583,18144115,18144115,25491442,19,145161778X,9781451617790,Jennifer Weiner,2014,,All Fall Down,eng,3.61,31249,35902,3293
2584,393199,393199,2374970,164,015626224X,9780156262250,George Orwell,1933,Down and Out in Paris and London,Down and Out in Paris and London,en-US,4.1,34739,40499,2633
2585,6081685,6081685,6258392,18,1427814031,9781427814040,Hiro Fujiwara,2006,会長はメイド様! 1,"Maid-sama! Vol. 01 (Maid-sama!, #1)",eng,4.4,36028,36535,409
2586,381102,381102,981140,10,1551924013,9781551924010,Nick Bantock,1991,Griffin & Sabine: An Extraordinary Correspondence,Griffin and Sabine (Griffin & Sabine #1),eng,4.01,36496,38462,1029
2587,14061957,14061957,19699754,33,080509461X,9780805094620,Leigh Bardugo,2014,Ruin and Rising,"Ruin and Rising (Shadow and Bone, #3)",eng,4.17,56836,64410,9218
2588,3503947,3503947,3545602,18,9773513912,,أحمد خالد توفيق,2008,يوتوبيا,يوتوبيا,ara,3.9,31669,32536,3824
2589,421549,421549,3361285,50,743294254,9780743294260,Jennifer Weiner,2000,Certain Girls,Certain Girls (Cannie Shapiro #2),eng,3.7,39334,41186,2732
2590,13152194,13152194,18330294,28,030794932X,9780307949320,Cheryl Strayed,2012,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,,4.29,33979,39789,4859
2591,743599,743599,21900569,46,440244161,9780440244160,Karen Marie Moning,1999,Beyond the Highland Mist,"Beyond the Highland Mist (Highlander, #1)",eng,3.99,51854,55674,2610
2592,15654,15654,1353958,42,451203267,9780451203270,Ann Rule,1980,The Stranger Beside Me,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,en-GB,4.13,35824,39253,1791
2593,3054684,3054684,3085581,46,61284408,9780061284400,Claudia Gray,2009,Stargazer,"Stargazer (Evernight, #2)",eng,3.8,49050,51143,1382
2594,7668,7668,2045220,93,606298231,9780606298230,Michael Crichton,1992,Rising Sun,Rising Sun,eng,3.61,38179,41025,713
2595,136167,136167,1030360,81,440060672,9780440060670,Sidney Sheldon,1973,The Other Side of Midnight,The Other Side of Midnight (Midnight #1),eng,3.89,34570,36728,755
2596,7936809,7936809,14180015,77,316069485,9780316069490,Michael Connelly,2010,The Reversal,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",eng,4.13,34973,41619,2529
2597,10065,10065,551030,30,380731509,9780380731500,"Louis Sachar, Joel Schick",1989,Wayside School is Falling Down,Wayside School Is Falling Down (Wayside School #2),eng,4.17,45631,46884,765
2598,7274337,7274337,8419478,39,307713547,9780307713540,"Julie Orringer, Arthur Morey",2010,The Invisible Bridge,The Invisible Bridge,eng,4.19,35122,39430,4331
2599,15861491,15861491,21611266,40,61974618,9780061974620,Pittacus Lore,2013,The Fall of Five,"The Fall of Five (Lorien Legacies, #4)",eng,4.24,41533,46153,3453
2600,56759,56759,2390173,577,141439785,9780141439780,"Thomas Hardy, Keith Wilson",1886,The Mayor of Casterbridge,The Mayor of Casterbridge,eng,3.8,40063,44215,1629
2601,8732,8732,1665907,101,,9780141962820,John Steinbeck,1933,The Red Pony,The Red Pony,,3.42,37535,40566,1519
2602,498389,498389,968931,122,99478536,9780099478540,Jo Nesbø,2003,Marekors ,"The Devil's Star (Harry Hole, #5)",eng,4.03,32907,40620,1887
2603,5159,5159,2606620,52,425169693,9780425169700,Alice Hoffman,1997,Here on Earth ,Here on Earth,eng,3.68,38954,39937,1347
2604,119091,119091,2926089,61,679436545,9780679436550,"Anne Rice, Tim Curry",1994,Taltos,"Taltos (Lives of the Mayfair Witches, #3)",,3.78,40915,44430,589
2605,190361,190361,2477403,32,,9780515134510,Laurell K. Hamilton,2000,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)","Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",eng,4.08,51571,54248,1303
2606,9268487,9268487,14150105,33,345503821,9780345503820,Peter V. Brett,2013,The Daylight War,"The Daylight War (Demon Cycle, #3)",eng,4.23,34419,39164,1816
2607,1248179,1248179,2934427,98,385515049,9780385515050,John Grisham,2008,The Appeal,The Appeal,en-US,3.58,39100,41931,3678
2608,13830,13830,1123089,48,689878583,9780689878590,Tamora Pierce,1986,The Woman Who Rides Like a Man,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",en-US,4.2,53413,57255,1144
2609,8680417,9317452,13552476,52,034552425X,9780345524260,Ben Aaronovitch,2011,Rivers of London,"Midnight Riot (Peter Grant, #1)",eng,3.92,21519,48677,5298
2610,9303,9303,1065212,50,60090375,9780060090370,Marian Keyes,1996,Lucy Sullivan is Getting Married,Lucy Sullivan Is Getting Married,en-US,3.74,38473,39904,725
2611,34501,34501,2889659,73,055255264X,9780552552650,Terry Pratchett,2004,A Hat Full of Sky,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",eng,4.29,43460,49173,1400
2612,50365,50365,1651078,55,60786523,9780060786530,Vikram Seth,1993,A Suitable Boy,"A Suitable Boy (A Suitable Boy, #1)",en-US,4.1,33973,35509,1714
2613,22738563,22738563,42278179,49,,,Chimamanda Ngozi Adichie,2014,We Should All Be Feminists,We Should All Be Feminists,eng,4.47,46048,58660,7218
2614,8087906,8087906,10974973,20,1841497975,9781841497980,Patricia Briggs,2011,River Marked,"River Marked (Mercy Thompson, #6)",en-GB,4.26,52220,62360,3174
2615,4135,4135,7838,19,446578843,9780446578840,Amy Sedaris,2006,I Like You: Hospitality Under the Influence,I Like You: Hospitality Under the Influence,eng,3.87,34212,34919,1412
2616,22320,22320,2455062,48,425198685,9780425198680,William Gibson,2003,Pattern Recognition,"Pattern Recognition (Blue Ant, #1)",eng,3.86,34917,37818,1851
2617,21936809,21936809,41240456,55,62267523,9780062267530,Peter  Swanson,2015,The Kind Worth Killing,The Kind Worth Killing,eng,4.03,35225,43845,5526
2618,11525,11525,141,28,761104844,9780761104840,Patricia Schultz,2003,"1,000 Places to See Before You Die","1,000 Places to See Before You Die",,3.83,33025,33805,450
2619,355916,355916,3192037,63,60577371,9780060577380,"Angie Sage, Mark Zug",2007,Physik,"Physik (Septimus Heap, #3)",en-US,3.99,42838,44757,1106
2620,6667,6667,113746,102,141311401,9780141311400,"Roald Dahl, Quentin Blake",1984,Boy: Tales of Childhood,Boy: Tales of Childhood,eng,4.09,38240,43021,2134
2621,10890,10890,14837,12,385496095,9780385496090,Anne Lamott,1999,Traveling Mercies: Some Thoughts on Faith,Traveling Mercies: Some Thoughts on Faith,en-CA,4.15,36466,37537,2197
2622,184657,184657,2751330,39,1416548009,9781416548000,Vince Flynn,2004,Memorial Day,"Memorial Day (Mitch Rapp, #7)",eng,4.3,31864,34797,760
2623,13836,13836,1171314,42,1416903437,9781416903440,Tamora Pierce,1992,"Wild Magic (Immortals, #1)","Wild Magic (Immortals, #1)",en-US,4.32,52165,56178,1473
2624,30013,30013,1128436,95,,,Isaac Asimov,1988,Prelude to Foundation,Prelude to Foundation,eng,4.05,40342,45586,1048
2625,56728,56728,900984,26,1859855423,9781859855420,Max Lucado,1997,You Are Special: A Story for Everyone,"You Are Special (Wemmicksville, #1)",eng,4.45,41052,42349,1036
2626,18798983,18798983,26724902,42,399171614,9780399171610,Renee Ahdieh,2015,The Wrath & the Dawn,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",eng,4.19,58175,64871,11884
2627,6260997,6260997,6444203,28,307267148,9780307267150,"Nicholas D. Kristof, Sheryl WuDunn",2008,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,eng,4.31,37270,40427,4627
2628,10798418,10798418,15293391,55,316127256,9780316127260,"Daniel Handler, Maira Kalman",2011,Why We Broke Up,Why We Broke Up,eng,3.49,41202,45720,6387
2629,18243700,18243700,25691778,26,1408852594,9781408852590,Sarah J. Maas,2014,The Assassin's Blade,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",eng,4.48,53227,62872,7538
2630,2807199,2807199,2833088,37,1400064759,9781400064760,Curtis Sittenfeld,2008,American Wife,American Wife,eng,3.72,38537,41909,5568
2631,29394,29394,6614461,27,441014348,9780441014350,Jim Butcher,2006,Cursor's Fury,"Cursor's Fury (Codex Alera, #3)",eng,4.36,41344,45918,1126
2632,334176,334176,3349153,44,449912558,9780449912550,Mary Doria Russell,1996,The Sparrow,"The Sparrow (The Sparrow, #1)",eng,4.17,40781,43902,5540
2633,10910,10910,3349593,43,743422449,9780743422440,Jodi Picoult,1996,Mercy,Mercy,en-GB,3.57,37252,39731,2502
2634,20727654,20727654,40051132,20,1477823832,9781477823840,Charlie N. Holmberg,2014,The Paper Magician,"The Paper Magician (The Paper Magician Trilogy, #1)",eng,3.63,25934,41333,4844
2635,6023056,6023056,6198519,69,61728977,9780061728980,Steve Harvey,2009,"Act Like a Lady, Think Like a Man","Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",,3.82,29059,32877,2328
2636,10335318,10335318,15237912,14,385526261,9780385526260,Candice Millard,2011,,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",en-US,4.19,34460,37444,4490
2637,89724,89724,847007,79,143039970,9780143039980,"Shirley Jackson, Jonathan Lethem",1962,We Have Always Lived in the Castle,We Have Always Lived in the Castle,eng,4.05,43602,51375,6521
2638,56405,56405,18947,37,1591451876,9781591451880,Emerson Eggerichs,2004,,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,,4.17,32858,34208,1166
2639,2761626,2761626,2787335,99,316166294,9780316166290,Michael Connelly,2008,The Brass Verdict,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",eng,4.08,36497,42830,2722
2640,216442,216442,463790,54,553560719,9780553560720,Timothy Zahn,1992,Star Wars: Dark Force Rising,Dark Force Rising,en-US,4.14,37197,39976,806
2641,17262159,17262159,23756807,78,385344341,9780385344340,Lee Child,2013,Never Go Back ,"Never Go Back (Jack Reacher, #18)",eng,4.02,27578,42885,3558
2642,183656,183656,3155307,29,60575808,9780060575810,Gail Carson Levine,2001,The Two Princesses of Bamarre,The Two Princesses of Bamarre,eng,4.02,55218,57531,2091
2643,228630,228630,2063986,79,60929782,9780060929790,"Richard Wright, Jerry W. Ward Jr.",1945,Black Boy: A Record of Youth and Childhood,Black Boy,en-US,4.02,36840,39863,1466
2644,5167,5167,2028071,38,446678457,9780446678450,Lalita Tademy,2001,Cane River,Cane River,en-US,4.04,38013,39960,1813
2645,43884,43884,6745547,46,765305240,9780765305240,Terry Goodkind,2006,"Phantom (Sword of Truth, #10)","Phantom (Sword of Truth, #10)",,3.99,35131,37945,481
2646,29582,29582,532290,96,553587579,9780553587580,Isaac Asimov,1986,Foundation and Earth,Foundation and Earth (Foundation #5),eng,4.02,39003,42930,848
2647,10058,10058,2618496,45,553384155,9780553384150,"James D. Bradley, Ron Powers",2000,Flags of Our Fathers,Flags of Our Fathers,,4.18,37561,39430,1365
2648,99111,99111,95547,58,525444475,9780525444470,"A.A. Milne, Ernest H. Shepard",1926,Winnie-the-Pooh & The House at Pooh Corner,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",eng,4.43,32504,41109,625
2649,112803,112803,1744912,208,807059099,9780807059100,Mahatma Gandhi,1940,An Autobiography or The Story of My Experiments with Truth,The Story of My Experiments With Truth,eng,4.07,28177,33088,1369
2650,2265,2265,2468379,54,425179613,9780425179610,"Lance Armstrong, Sally Jenkins",1999,It's Not About the Bike: My Journey Back to Life,It's Not About the Bike: My Journey Back to Life,en-US,3.72,31963,33545,1881
2651,45546,45546,99507,38,074347788X,9780743477890,Stephen E. Ambrose,1996,Undaunted Courage,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,eng,4.22,32875,36942,1942
2652,18803640,18803640,26732095,1,224097008,9780224097000,Helen Macdonald,2015,H is for Hawk,H is for Hawk,eng,3.74,30841,38297,6017
2653,21423525,21423525,40733229,81,034089699X,9780340896990,David Nicholls,2014,Us,Us,eng,3.66,28856,37037,4002
2654,66695,66695,231584,46,1560760478,9781560760470,R.A. Salvatore,1990,Sojourn (Dark Elf #3),"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",eng,4.23,38242,42248,572
2655,6393082,6393082,6581562,5,785135804,9780785135810,"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",2009,,"Ender's Game, Volume 1: Battle School (Ender's Saga)",en-US,4.37,32247,32329,192
2656,6218007,6218007,6398659,11,1421527553,9781421527550,"Karuho Shiina, Tomo Kimura",2006,君に届け 1,"Kimi ni Todoke: From Me to You, Vol. 1",eng,4.23,37369,37519,395
2657,182425,182425,1133939,54,553580221,9780553580230,Dean Koontz,1999,False Memory,False Memory,en-US,3.87,36882,38019,995
2658,34510,34510,1229354,78,552152943,9780552152940,Terry Pratchett,1990,Moving Pictures,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",eng,3.91,42892,50047,1041
2659,12513614,12513614,17499464,21,,2940011444940,C.J. Roberts,2011,Captive in the Dark,"Captive in the Dark (The Dark Duet, #1)",eng,4.01,55542,59443,5525
2660,81959,81959,1840987,532,1585425648,9781585425650,James Allen,1902,,As a Man Thinketh,eng,4.29,29122,35096,1830
2661,2082136,2082136,2398516,45,393064646,9780393064640,Mary Roach,2008,Bonk: The Curious Coupling of Science and Sex,Bonk: The Curious Coupling of Science and Sex,en-US,3.83,38157,41808,4005
2662,544257,544257,531546,42,451222385,9780451222380,Rachel Caine,2007,Midnight Alley,"Midnight Alley (The Morganville Vampires, #3)",eng,4.11,49083,51853,1363
2663,23278537,23278537,42866547,7,553418777,9780553418770,"Nina George, Simon Pare",2013,Das Lavendelzimmer ,The Little Paris Bookshop,eng,3.51,34383,44080,7292
2664,13562049,13562049,19137260,70,224097377,9780224097380,Ian McEwan,2012,Sweet Tooth,Sweet Tooth,eng,3.4,32637,40143,5477
2665,17333880,17333880,24065237,30,,,Abbi Glines,2013,"Twisted Perfection (Perfection, #1)","Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",eng,4.26,57408,59633,3931
2666,19675,19675,5054711,63,6479758,9780006479760,Tom Clancy,1996,Executive Orders,"Executive Orders (Jack Ryan Universe, #9)",eng,4.04,35513,38559,505
2667,8592946,8592946,13462590,30,310321913,9780310321910,Ann Voskamp,2011,One Thousand Gifts,One Thousand Gifts: A Dare to Live Fully Right Where You Are,eng,4.03,33960,35216,2918
2668,156427,156427,3279468,1,747545251,9780747545260,Robert Bloch,1959,Psycho,Psycho,eng,4.09,36153,39808,1437
2669,45100,45100,1476156,56,000649885X,9780006498860,Robin Hobb,1998,Ship of Magic,"Ship of Magic (Liveship Traders, #1)",eng,4.12,37381,43191,1647
2670,148337,148337,2781685,61,1560254556,9781560254550,"Alistair MacLean, Clint Willis",1967,Where Eagles Dare ,Where Eagles Dare ,,4.12,35233,36287,321
2671,41977,41977,3152550,82,99498596,9780099498600,Maeve Binchy,1990,Circle of Friends,Circle of Friends,eng,4,43936,47875,1469
2672,23513349,23513349,43116473,27,1502784270,9781502784280,Rupi Kaur,2014,milk and honey,Milk and Honey,eng,4.27,73104,82204,10042
2673,5720,5720,5054705,59,425170349,9780425170340,Tom Clancy,1998,Rainbow Six,"Rainbow Six (Jack Ryan Universe, #10)",en-US,4.07,35278,38307,850
2674,16788,16788,3262727,71,60515228,9780060515220,Neil Gaiman,2006,Fragile Things: Short Fictions and Wonders,Fragile Things: Short Fictions and Wonders,eng,4.02,38942,46100,3045
2675,8196732,8196732,13043611,70,749942010,9780749942010,Rosamund Lupton,2010,Sister,Sister,eng,3.77,35893,41576,4636
2676,20518872,20518872,25696480,42,765377063,9780765377070,"Liu Cixin, Ken Liu",2007,三体,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",eng,4,33409,43588,5733
2677,48002,48002,46982,62,61031321,9780061031330,Terry Pratchett,2001,Thief of Time,"Thief of Time (Discworld, #26; Death, #5)",eng,4.25,42002,47762,1117
2678,154798,154798,1950026,37,1401201911,9781401201910,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003,Superman: Red Son,Superman: Red Son,eng,4.17,35438,37007,1480
2679,227593,227593,2060095,38,385721420,9780385721420,Julia Glass,2002,Three Junes,Three Junes,eng,3.56,35677,37045,2273
2680,52309,52309,598905,834,743255062,9780743255070,"Benjamin Franklin, Lewis Leary",1791,,The Autobiography of Benjamin Franklin,eng,3.83,33061,43113,2159
2681,1858013,1858013,2306323,39,525950494,9780525950490,Timothy J. Keller,2007,The Reason for God: Belief in an Age of Skepticism,The Reason for God: Belief in an Age of Skepticism,eng,4.2,31692,33938,1606
2682,12891107,12891107,17382436,28,1937007472,9781937007480,Mark  Lawrence,2012,King of Thorns,"King of Thorns (The Broken Empire, #2)",en-US,4.2,33941,39403,1929
